2, 1.999237630
3, 1.997274642
4, 2.053064840
5, 2.104834969
6, 2.174136636
7, 2.223386307
8, 2.273733127
9, 2.313255789
10, 2.389846085
11, 2.428917564
12, 2.460344103
13, 2.525211868
14, 2.610791381
15, 2.668179671
16, 2.783229703
17, 2.848533177
18, 2.997531418
19, 3.278613836
20, 3.695094656
21, 4.570855755
22, 6.341391789
23, 9.162186721
24, 15.441814298
25, 27.730165521
26, 53.462363669
