2, 1.748401545
3, 1.784129431
4, 1.763172409
5, 1.815376307
6, 1.848835989
7, 1.897800835
8, 1.927354123
9, 1.953399000
10, 1.984534712
11, 2.039893520
12, 2.041254146
13, 2.087598508
14, 2.156959547
15, 2.223987642
16, 2.299297216
17, 2.389274443
18, 2.516829025
19, 2.745451665
20, 3.192671892
21, 4.054295852
22, 5.701498688
23, 8.875773719
24, 15.495813720
25, 29.580293386
26, 54.884094222
