mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.69541;0.000345035
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_seq.h5;seq;43.2812;2.76961;0.000354533
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_seq.h5;seq;43.2812;2.74047;0.000350803
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.6827;0.000343408
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_seq.h5;seq;43.2812;2.74035;0.000350787
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_seq.h5;seq;43.2812;2.74038;0.000350791
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.29929;0.00135671
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_seq.h5;seq;28.3793;5.48456;0.00140414
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_seq.h5;seq;28.3793;5.48291;0.00140372
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.4213;0.00138794
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_seq.h5;seq;28.3793;5.48331;0.00140382
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_seq.h5;seq;28.3793;5.48229;0.00140356
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;13.0621;0.00668824
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_seq.h5;seq;22.9994;13.2125;0.00676521
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_seq.h5;seq;22.9994;13.2126;0.0067653
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;13.1061;0.00671074
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_seq.h5;seq;22.9994;13.2103;0.00676412
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_seq.h5;seq;22.9994;13.2156;0.00676681
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.0745;26.7263;0.0273835
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_seq.h5;seq;21.0745;26.9486;0.0276112
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_seq.h5;seq;21.0745;27.4741;0.0281497
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.0745;26.7065;0.0273632
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_seq.h5;seq;21.0745;26.9589;0.0276218
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_seq.h5;seq;21.0745;26.9595;0.0276224
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387;53.5653;0.109765
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_seq.h5;seq;20.387;54.0486;0.110755
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_seq.h5;seq;20.387;54.0516;0.110761
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387;53.5635;0.109761
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_seq.h5;seq;20.387;54.0573;0.110773
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_seq.h5;seq;20.387;54.0519;0.110762
4;2;2;8;256;78125;50;0.001;input_data_256.h5;;par;83.8103;1.49629;1.91525e-05
4;2;2;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8103;2.04719;2.6204e-05
4;2;2;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8103;12.1894;0.000156024
4;2;2;8;256;78125;50;0.001;input_data_256.h5;;par;83.8103;1.94624;2.49119e-05
4;2;2;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8103;3.52233;4.50859e-05
4;2;2;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8103;67.4954;0.000863941
4;2;2;8;512;39062;50;0.001;input_data_512.h5;;par;45.5811;1.19869;3.0687e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5811;1.9234;4.92398e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5811;30.1411;0.000771623
4;2;2;8;512;39062;50;0.001;input_data_512.h5;;par;45.5811;1.49332;3.82296e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5811;2.27692;5.82898e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5811;21.0067;0.000537778
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.2143;1.68656;8.63529e-05
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2143;2.79346;0.000143027
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2143;6.1555;0.000315166
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.2143;1.93631;9.91402e-05
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2143;3.08633;0.000158022
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2143;5.25359;0.000268987
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.293;3.69682;0.000378578
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;6.10975;0.000625678
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;19.2678;0.00197315
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.293;4.30817;0.000441185
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;6.44092;0.000659592
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;19.5883;0.00200597
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.1715;9.35183;0.00191557
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;13.7489;0.00281625
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;17.874;0.00366121
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.1715;9.81129;0.00200969
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;14.4644;0.00296281
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;22.7654;0.00466313
16;4;4;8;256;78125;50;0.001;input_data_256.h5;;par;83.8104;1.66248;2.12798e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8104;2.16519;2.77144e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8104;19.9089;0.000254834
16;4;4;8;256;78125;50;0.001;input_data_256.h5;;par;83.8104;3.4227;4.38105e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8104;4.08653;5.23076e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/461616/256x256_out_hybrid_2d_par.h5;par;83.8104;22.2196;0.000284411
16;4;4;8;512;39062;50;0.001;input_data_512.h5;;par;45.5803;1.33957;3.42935e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5803;2.0076;5.13952e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5803;11.3095;0.000289526
16;4;4;8;512;39062;50;0.001;input_data_512.h5;;par;45.5803;2.20463;5.64393e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5803;2.97216;7.60883e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/461616/512x512_out_hybrid_2d_par.h5;par;45.5803;12.3916;0.000317229
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.2131;1.14242;5.84926e-05
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2131;8.894;0.000455379
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.2131;1.65326;8.46479e-05
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2131;2.74896;0.000140749
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/461616/1024x1024_out_hybrid_2d_par.h5;par;29.2131;9.8639;0.000505038
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.293;1.71968;0.000176106
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;3.98309;0.000407895
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;8.27424;0.000847337
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.293;2.10305;0.000215366
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;4.40943;0.000451554
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/461616/2048x2048_out_hybrid_2d_par.h5;par;23.293;8.65972;0.000886812
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.1715;3.28572;0.000673027
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;7.8658;0.00161118
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;99.2337;0.0203264
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.1715;3.75546;0.000769245
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;8.30436;0.00170102
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/461616/4096x4096_out_hybrid_2d_par.h5;par;21.1715;68.835;0.0140997
