mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.70086;0.000345732
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460607/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.74775;0.000351735
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460607/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.74446;0.000351313
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.69;0.000344342
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460607/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.7433;0.000351165
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460607/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.74548;0.000351444
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.43105;0.00139044
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460607/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.4922;0.00140609
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460607/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.48964;0.00140544
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.4283;0.00138973
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460607/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.49;0.00140553
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460607/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.48784;0.00140498
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;13.1217;0.00671873
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460607/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2322;0.00677531
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460607/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2157;0.00676687
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;13.0473;0.00668062
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460607/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2656;0.00679245
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460607/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2882;0.006804
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.0745;26.5152;0.0271672
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/460607/2048x2048_out_hybrid_1d_seq.h5;seq;21.0745;26.9347;0.0275971
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/460607/2048x2048_out_hybrid_1d_seq.h5;seq;21.0745;26.9707;0.0276339
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.0745;26.6933;0.0273497
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/460607/2048x2048_out_hybrid_1d_seq.h5;seq;21.0745;26.9414;0.0276039
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/dd-23-135/xmihol00/460607/2048x2048_out_hybrid_1d_seq.h5;seq;21.0745;27.2035;0.0278725
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387;52.7989;0.108194
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/460607/4096x4096_out_hybrid_1d_seq.h5;seq;20.387;54.0347;0.110727
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/dd-23-135/xmihol00/460607/4096x4096_out_hybrid_1d_seq.h5;seq;20.387;54.0433;0.110744
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387;52.4318;0.107442
