mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.70219;0.000345902
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460601/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.82343;0.000361422
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460601/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.7429;0.000351114
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.2812;2.66582;0.000341247
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460601/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.7432;0.000351152
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmihol00/460601/256x256_out_hybrid_1d_seq.h5;seq;43.2812;2.74407;0.000351263
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.42359;0.00138853
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460601/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.4897;0.00140545
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460601/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.48676;0.0014047
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.3793;5.42059;0.00138776
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460601/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.4873;0.00140484
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmihol00/460601/512x512_out_hybrid_1d_seq.h5;seq;28.3793;5.48625;0.00140457
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;12.8394;0.00657418
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460601/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2175;0.00676778
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460601/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2395;0.00677907
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.9994;13.1115;0.00671351
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460601/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.3483;0.00683476
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmihol00/460601/1024x1024_out_hybrid_1d_seq.h5;seq;22.9994;13.2204;0.00676926
